Dataset XOR

Mejor accuracy: 1.0
Hay 112 clasificadores con el mismo accuracy
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0009244202344850484718')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.3212263807989979896e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.6153133421870108061e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0015956271533923692635')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0014843304348064667737')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0010523500330941401403')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.000998451437914716011')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00012830362140345525456')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00012547987126847158125')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.165918917860192402e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('6.611586656633021292e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.2918922864308879919e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.3143617970402994835e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.2621734770528271305e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.1650502929549403912e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.001009169647356339128')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0009265340332464223681')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00052083040521237263225')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00046472199235289649655')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('9.9250632024231245856e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('9.2957932614872807896e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.8627621376713074664e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.2289527981096669172e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.7602476700302859009e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.7154141401750651102e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('6.6762832973725442358e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('5.6513316445512198183e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00024670675052776000088')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00031018298468523710968')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00031042537886732240224')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00036144420450455230034')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.3353377842264161149e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.6003638549833652773e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.697134810807290818e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.2673466936531567442e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.233992309930230268e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.2578045056840116672e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.5498919130909718366e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.6916750239816337629e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0005535213167779407275')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00028676451790134186306')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00028695502807498739605')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00033667518229497739506')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('4.154033998037336209e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.6583454859409415952e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.7371154379797347147e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.1330135090405380866e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.194048705570651537e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.5966558206906267989e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.7517227844760766216e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.4695613251771361216e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00033132914842554771328')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00036864445590723284172')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0004151539651575784686')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00041615616696134396765')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.860951896962693118e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.2702178660936721033e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.2326387681592405013e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.3029861920850326347e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.5607559642806336164e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.1130141515558435235e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('5.11323297680104284e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('5.6018845359541952626e-06')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0011526310616550279791')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0008253200564551670252')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00035720629827542203702')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00029084057121396908735')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00011983297652315533086')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.75719454871101939e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.4992373040236070721e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.8121123568197524525e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.2204298104335576416e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00069934520806422399765')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0006992947312203682505')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00070015075903069439885')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0006989579206114209822')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('5.213211991693016157e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('5.2075313409815106715e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('5.209400741332321572e-05')}
{'Dataset': 'Iris', 'Initialization': 'Normal distribution', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('5.1649485436710751524e-05')}
